						
						
						
Остатки ТМЦ на складах						
На дату: 24.09.14						
По фирме "Босенко Вероника Николаевна(Основной учет)". По всем юр. лицам. По всем упр. аналитикам. По всем номенклатурным позициям. По складу "Петр.99".						
ТМЦ		Ед.	"Отпускная цена
(руб.)"	Петр.99		
				Кол - во	Сумма	
Подводка ЗИП-ФЛЕКС к смесителю  80 см.(пара)		шт	65.00	4.000	260.00	
Подводка ЗИП-ФЛЕКС к смесителю  80 см.(пара)		шт	130.00	6.000	780.00	
Полотенцедержатель 4 рога LEDEME 3314 / А121-4 Accoona /D-Lin  1214 3314 /255700		шт	470.00	2.000	940.00	
Полотенцесушитель 1" нерж. П 50х50 МОСКВА		шт	1'500.00	1.000	1'500.00	
Прокладка круглая универсальная УКЛАД 100мм*80мм*16 П-001 (Ультра ВУ) круглая		шт	23.00	4.000	92.00	
Рога  для полотенец LEDEME/D-Lin  поворотная 2-ная 3312 3312/1912 /254700		шт	400.00	2.000	800.00	
Ручка Н-03 д/смесителя на импорт 24шл 565-398		шт	30.00	1.000	30.00	
Ручка Н-20 д/смесителя на импорт 24шл 565-873		шт	30.00	13.000	390.00	
Сиденье для унитаза "СУ 64.07.80/64.02.80" УКЛАД (Комфорт,Дора,Ардо,Бриз)		шт	420.00	2.000	840.00	
Сиденье для унитаза "СУ 66.04.80/66.07.80" УКЛАД (АНИМО,Премьер,Славута.Полиссия)		шт	400.00	1.000	400.00	
Сиденье для унитаза "СУ 68.01.00 /68,07,00" / 68,07,80 УКЛАД		шт	350.00	1.000	350.00	
Сиденье для унитаза АНИ крепление пластик WS0200		шт	135.00	6.000	810.00	
Смеситель д/кухни пристенный КВАРЦ МОНО 9893  566-039		шт	570.00	3.000	1'710.00	
Счетчик ГАЗА СГБМ -1,6 Бетар		шт	2'100.00	2.000	4'200.00	
Тапер переход соосный 75 ПП Политек 50		шт	45.00	7.000	315.00	
Тройник 16*16*16 ц/ц/ц LTM 1/10/80		шт	150.00	4.000	600.00	
Тройник 50 угол-45* ПП ПОЛИТЭК 50		шт	35.00	8.000	280.00	
Тройник 50x50-87*		шт	36.00	13.000	468.00	
Тройник GF 20х3/4х20 Ц/Гайка/Ц		шт	9.00	8.000	72.00	
Тройник LTM 20 х 3/4"х 20 Ц/штуцер уп.Тройник GF 20х3/4х20 Ц/Штуцер/Ц		шт	80.00	4.000	320.00	
Труба  ПП 40*1500 "Политэк" 114100		шт	60.00	9.000	540.00	
Труба  стекловолокно п/п ф20  *3,4 TEBO  PN20 (зеленая)		м	40.00	40.000	1'600.00	
Труба 40*250  "Политэк" 114025 114025		шт	26.00	1.000	26.00	
Труба VALTEC металлопластик  16 x 2 AL 0.3 мм 40 м		м	27.00	126.000	3'402.00	
Труба VALTEC металлопластик  20 x 2 AL 0.3 мм 40 м		м	38.00	-53.000	-2'014.00	
Труба VALTEC металлопластик  20 x 2 AL 0.3 мм 40 м		м	40.00	93.000	3'720.00	
Труба VALTEC металлопластик  20 x 2 AL 0.3 мм 40 м		м	85.00	30.000	2'550.00	
Уголок GF 16х1/2 Ц/Штуцер / Уголок AQUALINK /СТМ 16х1/2" НАРУЖН.. резьба		шт	56.00	1.000	56.00	
Уголок GF 16х1/2 Ц/Штуцер / Уголок AQUALINK /СТМ 16х1/2" НАРУЖН.. резьба		шт	60.00	6.000	360.00	
Уголок GF 16х1/2 Ц/Штуцер / Уголок AQUALINK /СТМ 16х1/2" НАРУЖН.. резьба		шт	65.00	7.000	455.00	
Уголок VTM,Ц/Ц 16 х 16  / CTM  16х16  ц/ц		шт	90.00	29.000	2'610.00	
Угольник 20  90 град. TEBO /  УГОЛЬНИК ф20/90 ПП(б) КОНТУР сткс/Вариант		шт	5.00	1.000	5.00	
Угольник комб.внутр.резьба 20 *1/2 TEBO		шт	40.00	10.000	400.00	
Угольник с креплением внутр.резьба 20*1/2 TEBO		шт	28.00	6.000	168.00	
Удлинитель 1/2ПМ х 100 7		шт	36.00	5.000	180.00	
Удлинитель 1/2х 20мм нар-вн латун. Четв		шт	32.00	1.000	32.00	
Удлинитель 1/2х 20мм нар-вн латун. Четв		шт	40.00	6.000	240.00	
Удлинитель 3/4 ПМ х 20 мм		шт	30.00	5.000	150.00	
Удлинитель 3/4 ПМ х 30 мм		шт	40.00	3.000	120.00	
Удлинитель 3/4 ПМ х 40 мм 2407		шт	75.00	6.000	450.00	
Удлинитель 3/4 ПМ х 50 мм		шт	75.00	4.000	300.00	
Удлинитель 3/4 ПМ х 60 мм		шт	104.00	1.000	104.00	
Удлинитель 3/4 ПМ х 80 мм 24100		шт	125.00	3.000	375.00	
Фиксатор  для м/п  трубы 20"		шт	3.00	4.000	12.00	
Фиксатор д/металлопластиковых труб 16		шт	4.00	9.000	36.00	
Фильтр  косой  VT  1/2 мех.очистки НАР.- ВНУТР.		шт	132.00	1.000	132.00	
Фильтр сетчатый 20 вн-вн  TEBO уп 20 шт		шт	140.00	2.000	280.00	
ХОМУТ  NORMA 20-32 мм (№-2032)		шт	28.00	1.000	28.00	
ХОМУТ  NORMA 20-32 мм (№-2032)		шт	30.00	10.000	300.00	
ХОМУТ  винтовой  12-22 нерж. DIN3017 (100шт) TITAN - Китай		шт	12.00	15.000	180.00	
ХОМУТ 20*32 оцинковка Т ****************		шт	15.00	5.000	75.00	
Хомут NORMA 12-22 мм		шт	26.00	2.000	52.00	
Хомут NORMA 25-40 мм (№-2540)		шт	35.00	10.000	350.00	
ХОМУТ бабочка нерж.сталь 16-25мм.шир.8мм. INBLOOM		упак	20.00	1.000	20.00	
ХОМУТ бабочка нерж.сталь 16-25мм.шир.8мм. INBLOOM		упак	22.00	1.000	22.00	
Хомут крепления  с шуруп,+ дюб,   3/4"  20-25		шт	20.00	8.000	160.00	
Хомут крепления  с шуруп,+ дюб,   3/4"  25-28		шт	20.00	1.000	20.00	
Хомут крепления  с шуруп,+ дюб,   3/4"  25-28		шт	25.00	5.000	125.00	
Хомут крепления  с шуруп,+ дюб,  1 1/4" 39-46		шт	25.00	2.000	50.00	
Хомут крепления  с шуруп,+ дюб,  1 1/4" 39-46		шт	30.00	9.000	270.00	
Хомут крепления  с шуруп,+ дюб, 1 1/2" 48-52		шт	35.00	6.000	210.00	
Шланг 1 м ЗАЛИВНОЙ ЗИП-М в инд.упоковке		шт	60.00	2.000	120.00	
Шланг 2.0 м ЗАЛИВНОЙ ЗИП-М в инд.упоковке		шт	117.00	1.000	117.00	
Шланг 3.0 м ЗАЛИВНОЙ ЗИП-М в инд.упоковке		шт	130.00	1.000	130.00	
Шланг 4 м ЗАЛИВНОЙ ЗИП-М в инд.упаковке		шт	155.00	4.000	620.00	
Шланг для ст.маш.ЗАЛИВНОЙ LEXLINE 3,50м		шт	140.00	2.000	280.00	
Эксцентрик+отбойник F302 (пара) 552-002		шт	45.00	2.000	90.00	
Коврик "Румба"  37х56см (Вилина)		шт	200.00	3.000	600.00	
Коврик "Румба"  37х56см (Вилина)		шт	240.00	8.000	1'920.00	
Коврик влаговпитывающий 40х60см (Вилина)		шт	200.00	1.000	200.00	
Коврик влаговпитывающий 40х60см (Вилина)		шт	240.00	2.000	480.00	
Коврик влаговпитывающий 45х75см  (Вилина)		шт	250.00	4.000	1'000.00	
Коврик для ванной "Цветок" 66х38 см  , КИТАЙ (Вилина)		шт	240.00	1.000	240.00	
Коврик для ванной ПВХ "Кувшинка" 36х70 см , КИТАЙ (Вилина)		шт	230.00	7.000	1'610.00	
Коврик Люксор Ш 40х60см , Египет(Вилина)		шт	175.00	2.000	350.00	
Коврик многофункциональный 61x173см, ПВХ 6704 Вилина 6704		шт	200.00	4.000	800.00	
Стеклоочиститель 20х50 см (дерев. ручка) (Вилина) ( КИТАЙ)		шт	140.00	5.000	700.00	
Штора для ванной "Северное сияние" 180х180см 66662		шт	250.00	4.000	1'000.00	
Бумага для выпекания Komfi 300ммх8м бурая в т/у / 50		шт	50.00	1.000	50.00	
Бумага для выпекания Komfi 300ммх8м бурая в т/у / 50		шт	60.00	2.000	120.00	
Гриппер (Пакет с защелкой)  70мм х 100мм Extra ADM/24000/2000/100		шт	 	100.000	 	
Гриппер (Пакет с защелкой) 80мм х 120мм 100 штук в упаковке Masterbag/240/20/1		упак	 	100.000	 	
Двусторонняя лента  12мм х 5м профессиональная Монтажная		шт	50.00	7.000	350.00	
Двусторонняя лента  19мм х 5м профессиональная Монтажная 448-013		шт	85.00	3.000	255.00	
Двусторонняя лента  6мм *5м /12мм х 10м/50м		шт	85.00	5.000	425.00	
Дождевик  ПВХ  с капюшоном (на кнопках) PVH005E		шт	15.00	8.000	120.00	
Дождевик ПНД 80х120 зеленый с  капюшоном,рукавами арт. DPH005E		шт	15.00	4.000	60.00	
Канцелярская лента 12 х 20 Klebebander арт.TSK109T/300/12		шт	5.00	18.000	90.00	
Канцелярская лента 15 х 20 Klebebander арт.TSK209T/300/12		шт	8.00	10.000	80.00	
Клейкая лента TPL 50мм х 10м серый Klebebander/36/6		шт	85.00	3.000	255.00	
Клейкая лента TPL 50мм х 25м /50м.серый Klebebander		шт	160.00	1.000	160.00	
Крепп 25мм Klebebander 30м. / 50м.		шт	70.00	1.000	70.00	
Крепп 50мм Klebebander 36м./40м. 018-020/36/6		шт	130.00	3.000	390.00	
Лента для ограждений 50мм х 100м/200м бело-красная неклейкая MИЛЕН/6		шт	170.00	3.000	510.00	
Лента клейкая двухсторонняя 25мм х 10м (полипропилен) Unibob (36шт)		шт	30.00	1.000	30.00	
Лента-бордюр для раковин и ванн "4WALLS" 10мм*10мм /20ммх20ммх3.3м,белая/40		шт	365.00	2.000	730.00	
Лента-бордюр для раковин и ванн "4WALLS" 10мм*10мм /20ммх20ммх3.3м,белая/40		шт	370.00	1.000	370.00	
Лента-бордюр для раковин и ванн "4WALLS" 30ммх30ммх3.3м,белая/32		шт	490.00	5.000	2'450.00	
Милен КРЕПЕЖ: Монтажная клейкая лента для наружных работ 19мм х1,5м /в инд.упаковке		шт	135.00	1.000	135.00	
НАДЗОР Восковые таблетки от крыс и мышей NADZOR, 100г		шт	95.00	2.000	190.00	
НАДЗОР Гель от тараканов 75 гр. Nadzor		шт	45.00	8.000	360.00	
НАДЗОР Зерно приманка от мышей  и крыс 100 гр. Nadzor Nadzor		шт	20.00	4.000	80.00	
Пакет для продуктов  24смх37см 100 шт в рулоне с бум. этикеткой Komfi /100		шт	55.00	2.000	110.00	
Пакет майка ПНД 38см+20смх72см 18мк Техника синий/500		шт	3.00	65.000	195.00	
Пакет мусорный 70см х 110см В впачке 50 штук/8		упак	10.00	106.000	1'060.00	
Пакет мусорный 90см х130см 80мк в пачке 50штук черный 220л/3		шт	20.00	27.000	540.00	
Пакет мусорный ПНД 60смх80см повышенной прочности с завязками Komfi 60л голубой в рул		шт	165.00	3.000	495.00	
Пакеты д/запекания 30х40см 5шт. Komfi BSP113P 189902		шт	65.00	4.000	260.00	
Пакеты для льда Komfi 224 сердечек в полипроп. /300		упак	25.00	4.000	100.00	
Пакеты для льда Komfi 224 сердечек в полипроп. /300		упак	30.00	5.000	150.00	
Перчатки виниловые одноразовые L / М vin002А		шт	25.00	192.000	4'800.00	
Перчатки хозяйственные латексные Gloves S/XL,  синие 25 пар в коробке/10/1		шт	35.00	42.000	1'470.00	
Пленка защитная с клейким слоем MASKO 1400мм х 17м "Fiberon"		шт	120.00	1.000	120.00	
Пленка защитная с клейким слоем MASKO 1800мм х 17м "Fiberon"		шт	50.00	2.000	100.00	
Пленка стрейч пятислойная 17мкм   450мм.* 112 м./ 140м. / 200м 101/56/6		шт	130.00	13.000	1'690.00	
Пленка стрейч пятислойная 450мм 15мкм MasterFilm арт. 100/65 С /6		шт	290.00	7.000	2'030.00	
Рукав для запекания Komfi 300ммх3м в коробке /50		шт	40.00	4.000	160.00	
Солнцезащитная пленка-штора 600мм*3м/100		шт	30.00	8.000	240.00	
Теплолента для окон 40/50/60ммх10м пенополиэтилен арт.HUP333T/120		шт	35.00	20.000	700.00	
Фольга  300мм х 10 Extra в полипропилене Универсальная/24		шт	45.00	1.000	45.00	
Шпагат  джутовый 50м		шт	60.00	5.000	300.00	
Шпагат джутовый 100м HRD100С/ 200С.. HRD200С1200 текс Komfi 17832/18881		шт	60.00	13.000	780.00	
Шпагат полипропиленовый 100м./110м./120м В АССОРТ. 1000 текс		шт	90.00	1.000	90.00	
Шпагат полипропиленовый 50м/100м/150.м(клубок) В АССОРТ. 1000 текс Komfi HRТ061T/60		шт	55.00	3.000	165.00	
363346 - Т/м Земляничное 140 г    200г.		шт	28.00	1.000	28.00	
ARIEL Авт СМС порошк. В АССОРТ. 4.5кг		шт	670.00	1.000	670.00	
Assorty Гель д/душа Лесные ягоды 250мл		шт	40.00	1.000	40.00	
Assorty Гель д/душа Тропический рай 250мл		шт	40.00	1.000	40.00	
AXE Гель д/душа 250мл.		шт	175.00	2.000	350.00	
AXE Дезодорант  д/муж. 150мл.		шт	160.00	2.000	320.00	
CALGON Ср-во для умягчения воды 550 г 0301341		шт	245.00	5.000	1'225.00	
CALGON Средство для умягчения воды  2в1 750 г		шт	210.00	5.000	1'050.00	
CAMERIERA Мешки для мусора с завязками особо прочные 30л 15шт рулон		шт	66.00	19.000	1'254.00	
CIF Чистящее средство д/кухни 500мл.		шт	180.00	2.000	360.00	
CIF Чистящее средство д/нерж.стали 500мл.		шт	290.00	3.000	870.00	
CIF Чистящий крем В АССОРТ. 500 мл.		шт	160.00	3.000	480.00	
CIF Чистящий крем В АССОРТ. 500 мл.		шт	170.00	3.000	510.00	
CIF Чистящий крем В АССОРТ. 750 мл.		шт	180.00	5.000	900.00	
COTICO Пятновыводитель спрей 500мл.		шт	90.00	1.000	90.00	
COTICO Пятновыводитель спрей 500мл.		шт	110.00	1.000	110.00	
CVA Шампунь жен.Защита от выпад против перхоти 400мл.+180мл. 446-004		шт	290.00	1.000	290.00	
DOMESTOS 500мл. + Cif +Glorix 500 мл.(НАБОР 3пр.) 446-005		шт	185.00	7.000	1'295.00	
