						
						
						
Остатки ТМЦ на складах						
На дату: 24.08.20						
По всем фирмам. По всем юр. лицам. По всем упр. аналитикам. По всем номенклатурным позициям. По складу "Петр.99".						
ТМЦ		Ед.	"Отпускная цена
(руб.)"	Петр.99		
				Кол - во	Сумма	
Контейнер герметичн. 0,5л прямоуг. д/хран. продуктов и СВЧ, 16*11см, h=5,4см 2-1/LIDC		шт	140.00	2.000	280.00	
Контейнер герметичн. 0,63л прямоуг. д/хран.продуктов и СВЧ 13*10см, h=4,5см 02-2/LIDC		шт	130.00	2.000	260.00	
Контейнер герметичн. 0,8л прямоуг. д/хран.продуктов и СВЧ, 10*15см h=7см, 2-2 Good&Go		шт	130.00	1.000	130.00	
Контейнер герметичн. 1,1л прямоуг. д/хран. продуктов и СВЧ, 12*19см, h=6см 3-1 Good&G		шт	165.00	1.000	165.00	
Контейнер герметичн. 1,1л прямоуг. д/хран.продуктов и СВЧ 20*13,5см, h=6,7см 3-1/LIDC		шт	165.00	1.000	165.00	
Контейнер герметичн. 1,5л прямоуг. д/хран. продуктов и СВЧ, 12*19см, h=9см, 3-2 Good&		шт	135.00	1.000	135.00	
Контейнер герметичн. 1,5л прямоуг. д/хран. продуктов и СВЧ, 12*19см, h=9см, 3-2 Good&		шт	175.00	2.000	350.00	
Контейнер герметичн. 2,2л прямоуг. д/хран. продуктов и СВЧ, 12*19см, h=13см, 3-3 Good		шт	195.00	1.000	195.00	
Контейнер герметичн. 2,2л прямоуг. д/хран.продуктов и СВЧ, 20*13,5см, h=13см 3-3/LIDC		шт	205.00	1.000	205.00	
Контейнер д/мусора ОРИДЖИНАЛ 1л декор Металл SV4049 SVIP		шт	135.00	1.000	135.00	
Контейнер д/мусора ОРИДЖИНАЛ 1л декор орхидеи/цветы SV4105 SVIP		шт	135.00	2.000	270.00	
Коробка распред. 70х30мм ОУ 3-х рожк. пластик. белая КРК IP20		шт	15.00	5.000	75.00	
Коробка распред. 70х30мм ОУ 4-х рожк. пластик. белая КРК IP20		шт	15.00	9.000	135.00	
Космос KOC_AG307C2 звонок беспроводной, 150м, 32 мелодии, 2хАА/R6 (1x23А, в компл.) д		шт	790.00	1.000	790.00	
Космос Отпугиватель кротов, 2*R20 не вход в компл. KOC_KR101NEW, IP54, h 27,5 см, рад		шт	530.00	1.000	530.00	
Космос фонарь налобный H14LED (3xR03 в компл.) 14св/д (160lm),серебр./пласт,3 реж.ярк		шт	305.00	1.000	305.00	
Космос фонарь налобный H7LED (3xR03 в компл.) 7св/д (106lm), серебр./пластик, 3 режим		шт	255.00	1.000	255.00	
Космос фонарь ручной 101WLED (акк. 4V 0,5Ah) 1св/д 1W (100 lm), красно-черный/пластик		шт	250.00	1.000	250.00	
Кофеварка гейзерная IRH-455, 450мл, нерж сталь, IRIT		шт	1'025.00	1.000	1'025.00	
Кофеварка из карбоновой стали MAL-380T (турка), 380мл, 985216 (замена 507793) Mallony		шт	170.00	1.000	170.00	
Кофеварка стальная CW-350  (турка), 350мл, 985206 Mallony		шт	325.00	1.000	325.00	
Кофеварка стальная CW-450  (турка), 450мл, 985207 Mallony		шт	360.00	1.000	360.00	
Кофеварка стальная CW-450  (турка), 450мл, 985207 Mallony		шт	410.00	1.000	410.00	
Кофеварка стальная CW-650  (турка), 650мл, 985208 Mallony		шт	515.00	1.000	515.00	
Кофеварка стальная CW-850  (турка), 850мл, 985209 Mallony		шт	550.00	1.000	550.00	
Кофеварка стальная с медным дном CW-1000C (турка/молочник), 1000мл, 985215 Mallony		шт	785.00	1.000	785.00	
Кофеварка стальная с медным дном CW-350C (турка), 350мл, 985211 Mallony		шт	350.00	1.000	350.00	
Кофеварка стальная с медным дном CW-650C (турка), 650мл, 985213 Mallony		шт	570.00	1.000	570.00	
Кофеварка стальная с медным дном CW-650C (турка), 650мл, 985213 Mallony		шт	645.00	1.000	645.00	
Кофеварка стальная с медным дном CW-850C (турка), 850мл, 985214 Mallony		шт	615.00	1.000	615.00	
Кофемолка GELBERK GL-531, 100Вт, 100г, чаша, нож-нерж.сталь, импульсный режим		шт	1'010.00	1.000	1'010.00	
Кофемолка HomeStar HS-2001, 160Вт, 50г, бирюзов. 505		шт	925.00	1.000	925.00	
Краситель Хамелеон (универсальный) 10гр синий Анлес		шт	75.00	1.000	75.00	
Крышка 26*26см, QUADRATO стекло, обод/ручка силикон, паровыпуск, 3666, Mallony		шт	745.00	1.000	745.00	
Крышка 28*28см, QUADRATO стекло, обод/ручка силикон, паровыпуск, 3667, Mallony		шт	815.00	1.000	815.00	
Крышка d=14см, стекло/металл/пластик, метал.обод, паровыпуск, 987020, Mallony		шт	150.00	1.000	150.00	
Крышка d=16см, стекло/металл/пластик, метал.обод, паровыпуск, 987021, Mallony		шт	155.00	1.000	155.00	
Крышка d=22см, VETRO стекло/металл/пластик, метал.обод, паровыпуск, 987027, Mallony		шт	195.00	6.000	1'170.00	
Крышка d=22см, стекло/металл/пластик, метал.обод, паровыпуск, 987016, Mallony		шт	210.00	2.000	420.00	
Крышка d=24см, стекло/металл/пластик, метал.обод, паровыпуск, 987017, Mallony		шт	210.00	1.000	210.00	
Крышка d=24см, стекло/металл/пластик, метал.обод, паровыпуск, 987017, Mallony		шт	220.00	2.000	440.00	
Крышка d=26см, VETRO стекло/металл/пластик, метал.обод, паровыпуск, 987029, Mallony		шт	225.00	1.000	225.00	
Крышка d=26см, стекло/металл/пластик, метал.обод, паровыпуск, 987018, Mallony		шт	240.00	1.000	240.00	
Крышка d=28см, VETRO стекло/металл/пластик, метал.обод, паровыпуск, 987030, Mallony		шт	235.00	1.000	235.00	
Крышка d=28см, VETRO стекло/металл/пластик, метал.обод, паровыпуск, 987030, Mallony		шт	265.00	2.000	530.00	
Крышка d=30см, VETRO стекло/металл/пластик, метал.обод, паровыпуск, 987031, Mallony		шт	230.00	3.000	690.00	
Крышка d=30см, VETRO стекло/металл/пластик, метал.обод, паровыпуск, 987031, Mallony		шт	280.00	3.000	840.00	
Крышка полиэтилен д/слива винтовая d=100 Москвичка "Крышка ТО-100 " микс		шт	35.00	1.000	35.00	
Крышки винтовые Твист-Офф D=100мм "Элитная" с печатью, 10шт/уп, цена за шт (Челябинск		шт	10.00	53.000	530.00	
Крышки винтовые Твист-Офф D=43мм Магол (Беларусь) золото россыпь		шт	5.00	33.000	165.00	
Крышки винтовые Твист-Офф D=58мм "Сибметпак" с печатью, 20шт/уп, цена за шт		шт	6.00	17.000	102.00	
Крышки винтовые Твист-Офф D=58мм Магол (Беларусь) золото россыпь		шт	10.00	1.000	10.00	
Крышки винтовые Твист-Офф D=66мм "Элитная" с печатью, 20шт/уп, цена за шт (Челябинск)		шт	5.00	6.000	30.00	
Крышки винтовые Твист-Офф D=89мм "Сибметпак" с печатью, 20шт/уп, цена за шт		шт	7.00	464.000	3'248.00	
Крышки винтовые Твист-Офф D=89мм "Сибметпак" с печатью, 20шт/уп, цена за шт		шт	10.00	29.000	290.00	
Крышки винтовые Твист-Офф D=89мм "Элитная" с печатью, 20шт/уп, цена за шт (Челябинск)		шт	10.00	5.000	50.00	
Крышки метал. д/закатывания Дальняя заимка (Екатеринбург) 50шт/уп, цена за шт (жесть		шт	5.00	590.000	2'950.00	
Крышки полиэтилен д/горяч. консервир. бесцв. Москвичка (желобок, двубортная)		шт	6.00	1.000	6.00	
Крышки полиэтилен д/холодн. майонезные белые и цветные		шт	5.00	60.000	300.00	
Крышки полиэтилен д/холодн. микс, Высший сорт (200)		шт	5.00	192.000	960.00	
Крышки полиэтилен д/холодн. на 5л банку, бесцв. Высший сорт		шт	15.00	100.000	1'500.00	
Крючок для ванной двойной Цветок, металл, крепление присоска Рыжий Кот W2082G 311461		шт	55.00	3.000	165.00	
Крючок для ванной нерж сталь SSA-011 310782 Рыжий Кот		шт	75.00	1.000	75.00	
Крючок на блистере (липучка) 3шт.Зонтики /Шары.NA1956 NA1956		шт	60.00	10.000	600.00	
Кувшин 1200мл, жаропрочн.стекло, ручка пластик, Pentola-1200, зеленый, 910117 Mallony		шт	250.00	1.000	250.00	
Кувшин мерный 1л ПЦ3053 Plastic Centre		шт	95.00	4.000	380.00	
Кувшин мерный Stocholm 0,5л, PT1145 Plast team		шт	65.00	2.000	130.00	
Кулинарная форма "Круг" AN8-3 10*4см 7*5см (2шт/уп) цена за уп, нерж сталь Мультидом		шт	180.00	1.000	180.00	
Кулинарная форма с прессом "Квадрат" AN8-5, 10*10*4см, нерж сталь Мультидом		шт	205.00	1.000	205.00	
Кулинарная форма с прессом "Круг" AN8-1 d8см, h4,5см, нерж сталь Мультидом		шт	155.00	1.000	155.00	
Кулинарная форма с прессом "Круг" AN8-1, d=7см, h=5см, нерж сталь Мультидом		шт	210.00	1.000	210.00	
Кулинарная форма с прессом "Сердце" AN8-16 9*10*4, нерж сталь Мультидом		шт	175.00	1.000	175.00	
Кунцево-Электро БЭЛЛА блок (1роз+1кл. выкл.) СУ бел. земля, АБС-пластик БКВР-031		шт	250.00	1.000	250.00	
Кунцево-Электро ОПТИМА выкл. ОУ 1 кл. 10 А бел. изол. пластина, АБС-пластик А110-377		шт	60.00	12.000	720.00	
Кунцево-Электро ОПТИМА выкл. ОУ 2 кл. 10 А бел. изол. пластина, АБС-пластик А510-380		шт	70.00	16.000	1'120.00	
Кунцево-Электро ОПТИМА роз. ОУ 1 мест. 10 А бел. изол. пластина, АБС-пластик РА10-375		шт	55.00	3.000	165.00	
Кунцево-Электро ОПТИМА роз. ОУ 1 мест. 16 А бел., земля, изол. пластина, АБС-пластик		шт	65.00	11.000	715.00	
Кунцево-Электро ОПТИМА роз. ОУ 2 мест. 10 А бел. изол. пластина, АБС-пластик РА10-373		шт	75.00	10.000	750.00	
Кунцево-Электро ОПТИМА роз. ОУ 2 мест. 16 А бел., земля, изол. пластина, АБС-пластик		шт	95.00	6.000	570.00	
Кунцево-Электро СЕЛЕНА  выкл.СУ 1кл 10А бел.инд. пластик 110-395 201176		шт	120.00	2.000	240.00	
Кунцево-Электро СЕЛЕНА  перекл..СУ 1кл 10А бел.. пластик 610-396 201180		шт	90.00	3.000	270.00	
Кунцево-Электро СЕЛЕНА  роз.телеф.СУ 1мест.бел. пластик 1-398 201184		шт	105.00	3.000	315.00	
Кунцево-Электро СЕЛЕНА выкл. СУ 1 кл. 10 А бел. АБС-пластик С110-378		шт	75.00	12.000	900.00	
Кунцево-Электро СЕЛЕНА выкл. СУ 2 кл. 10 А бел. АБС-пластик С510-379		шт	85.00	4.000	340.00	
Кунцево-Электро СЕЛЕНА роз. СУ 1 мест. бел. АБС-пластик РС16-369		шт	70.00	6.000	420.00	
Кунцево-Электро СЕЛЕНА роз. СУ 1 мест. бел. земля, АБС-пластик РС16-370		шт	80.00	4.000	320.00	
Кунцево-Электро СЕЛЕНА роз. СУ 2 мест. бел. АБС-пластик РС16-371		шт	95.00	8.000	760.00	
Кунцево-Электро СЕЛЕНА роз. СУ 2 мест. бел. земля, АБС-пластик РС16-372		шт	120.00	6.000	720.00	
ЛАМПА  накаливания 25W E27 25W		шт	18.00	71.000	1'278.00	
ЛАМПА  накаливания 40W E27 40W		шт	17.00	40.000	680.00	
ЛАМПА  накаливания 60W E27 60W		шт	17.00	230.000	3'910.00	
ЛАМПА  накаливания 75W E27 75W		шт	17.00	160.000	2'720.00	
ЛАМПА  накаливания 95W E27 95W		шт	17.00	166.000	2'822.00	
Лампа галоген TDM J118 R7s 230V 500W SQ0341-0003		шт	50.00	4.000	200.00	
Лампа галоген. Camelion JC G6.35 12V 50W		шт	35.00	4.000	140.00	
Лампа галоген. Camelion JCDR GU10 220V 35W		шт	80.00	2.000	160.00	
Лампа галоген. Camelion JCDR GU10 220V 35W		шт	95.00	7.000	665.00	
